Geographic Area,City,Median Income
NJ,Shiloh borough,67292
NJ,Ship Bottom borough,63977
NJ,Short Hills CDP,250000
NJ,Shrewsbury borough,116087
NJ,Silver Lake CDP (Essex County),44701
NJ,Silver Lake CDP (Warren County),79219
NJ,Silver Ridge CDP,34286
NJ,Singac CDP,71719
NJ,Six Mile Run CDP,111250
NJ,Skillman CDP,106136
NJ,Smithville CDP,54434
NJ,Society Hill CDP,91439
NJ,Somerdale borough,51633
NJ,Somerset CDP,89722
NJ,Somers Point,50450
NJ,Somerville borough,70643
NJ,South Amboy,64293
NJ,South Bound Brook borough,72180
NJ,South Plainfield borough,86404
NJ,South River borough,62972
NJ,South Toms River borough,66250
NJ,Spotswood borough,74696
NJ,Springdale CDP,123088
NJ,Spring Lake borough,101500
NJ,Spring Lake Heights borough,72353
NJ,Stanhope borough,81311
NJ,Stewartsville CDP,41600
NJ,Stockton borough,90938
NJ,Stone Harbor borough,81111
NJ,Stratford borough,67556
NJ,Strathmere CDP,213250
NJ,Strathmore CDP,113922
NJ,Succasunna CDP,120895
NJ,Summit,129583
NJ,Surf borough,66597
NJ,Sussex borough,37241
NJ,Swedesboro borough,75595
NJ,Tavistock borough,-
NJ,Tenafly borough,147196
NJ,Ten Mile Run CDP,166750
NJ,Teterboro borough,33068
NJ,Tinton Falls borough,73891
NJ,Toms River CDP,72196
NJ,Totowa borough,88490
NJ,Trenton,34257
NJ,Tuckerton borough,64273
NJ,Turnersville CDP,100298
NJ,Twin Rivers CDP,83672
NJ,Union Beach borough,66662
NJ,Union,41107
NJ,Upper Montclair CDP,180479
NJ,Upper Pohatcong CDP,59038
NJ,Upper Saddle River borough,169301
NJ,Upper Stewartsville CDP,51573
NJ,Ventnor,50978
NJ,Vernon Center CDP,51442
NJ,Vernon Valley CDP,78478
NJ,Victory Gardens borough,39811
NJ,Victory Lakes CDP,75592
NJ,Vienna CDP,99211
NJ,Villas CDP,48042
NJ,Vineland,49453
NJ,Vista Center CDP,103633
NJ,Voorhees CDP,81528
NJ,Waldwick borough,108182
NJ,Wallington borough,55547
NJ,Wanamassa CDP,96832
NJ,Wanaque borough,88125
NJ,Waretown CDP,68681
NJ,Washington borough,61625
NJ,Watchung borough,140163
NJ,Wenonah borough,104375
NJ,West Belmar CDP,72218
NJ,West Cape May borough,49839
NJ,Westfield town,146734
NJ,West Freehold CDP,101008
NJ,West Long Branch borough,80585
NJ,West New York town,45370
NJ,Weston CDP,71983
NJ,Westville borough,58824
NJ,West Wildwood borough,50795
NJ,Westwood borough,85849
NJ,Wharton borough,66579
NJ,White Horse CDP,73532
NJ,White House Station CDP,66345
NJ,White Meadow Lake CDP,116623
NJ,Whitesboro CDP,39574
NJ,Whittingham CDP,58125
NJ,Wildwood,27067
NJ,Wildwood Crest borough,65547
NJ,Williamstown CDP,69132
NJ,Woodbine borough,34906
NJ,Woodbridge CDP,79600
NJ,Woodbury,51922
NJ,Woodbury Heights borough,79653
NJ,Woodcliff Lake borough,139857
NJ,Woodland Park borough,78708
NJ,Woodlynne borough,40913
NJ,Wood-Ridge borough,96988
NJ,Woodstown borough,82738
NJ,Wrightstown borough,46625
NJ,Yardville CDP,87741
NJ,Yorketown CDP,105483
NJ,Zarephath CDP,-
NM,Abeytas CDP,-
NM,Abiquiu CDP,-
NM,Acomita Lake CDP,24250
NM,Adelino CDP,45828
NM,Agua Fria CDP,30342
NM,Alamillo CDP,60795
NM,Alamo CDP,13162
NM,Alamogordo,42517
NM,Albuquerque,47030
NM,Alcalde CDP,45938
NM,Algodones CDP,46250
NM,Angel Fire village,56645
NM,Animas CDP,61029
NM,Anthony,22074
NM,Anton Chico CDP,-
NM,Anzac Village CDP,86705
NM,Apache Creek CDP,-
NM,Aragon CDP,-
NM,Arenas Valley CDP,43555
NM,Arrey CDP,30096
NM,Arroyo Hondo CDP,(X)
NM,Arroyo Seco CDP,36458
NM,Artesia,50701
NM,Atoka CDP,60903
NM,Aztec,41414
NM,Bayard,30081
NM,Beclabito CDP,42500
NM,Belen,29486
NM,Bent CDP,(X)
NM,Berino CDP,22974
NM,Bernalillo town,42775
NM,Bibo CDP,-
NM,Black Rock CDP,23182
NM,Blanco CDP,(X)
NM,Bloomfield,49070
NM,Bluewater Acres CDP,28670
NM,Bluewater Village CDP,(X)
NM,Boles Acres CDP,42500
NM,Bosque Farms village,55000
NM,Brazos CDP,-
NM,Brimhall Nizhoni CDP,39063
NM,Buckhorn CDP,24018
NM,Caballo CDP,-
NM,Ca_ada de los Alamos CDP,127672
NM,Canjilon CDP,41071
NM,Cannon AFB CDP,41023
NM,Ca_on CDP,33636
NM,Ca_ones CDP,(X)
NM,Canova CDP,-
NM,Capitan village,36103
NM,Capulin CDP,31250
NM,Carlsbad,51097
NM,Carnuel CDP,37962
NM,Carrizozo town,22841
NM,Casa Colorada CDP,31705
NM,Causey village,49375
NM,Cedar Crest CDP,75224
NM,Cedar Grove CDP,76214
NM,Cedar Hill CDP,60833
NM,Cedro CDP,(X)
NM,Chama village,48750
NM,Chamberino CDP,40125
NM,Chamisal CDP,28611
NM,Chamita CDP,26964
NM,Chamizal CDP,-
NM,Chaparral CDP,25185
NM,Chical CDP,51364
NM,Chili CDP,(X)
NM,Chilili CDP,-
NM,Chimayo CDP,25469
NM,Chupadero CDP,91875
NM,Church Rock CDP,24938
NM,Cimarron village,35357
NM,City of the Sun CDP,-
NM,Clayton town,32279
NM,Cliff CDP,(X)
NM,Cloudcroft village,40417
NM,Clovis,40721
NM,Cobre CDP,-
NM,Cochiti CDP,38750
NM,Cochiti Lake CDP,53967
NM,Columbus village,16192
NM,Conchas Dam CDP,-
NM,Cordova CDP,20915
NM,Corona village,50536
NM,Corrales village,80801
NM,Costilla CDP,-
NM,Cotton CDP,33167
NM,Coyote CDP,(X)
NM,Crownpoint CDP,39250
NM,Cruzville CDP,(X)
NM,Crystal CDP,33333
NM,Cuartelez CDP,(X)
NM,Cuba village,38594
NM,Cubero CDP,32005
NM,Cundiyo CDP,-
NM,Cuyamungue CDP,50167
NM,Cuyamungue Grant CDP,35536
NM,Datil CDP,27163
NM,Deming,25844
NM,Des Moines village,26250
NM,Dexter town,40667
NM,Dixon CDP,(X)
NM,Do_a Ana CDP,28996
NM,Dora village,61250
NM,Dulce CDP,35833
NM,Duran CDP,-
NM,Eagle Nest village,32656
NM,East Pecos CDP,26581
NM,Edgewood town,57386
NM,Edith Endave CDP,42917
NM,El Cerro CDP,58750
NM,El Cerro Mission CDP,35901
NM,Eldorado at Santa Fe CDP,70881
NM,El Duende CDP,(X)
NM,Elephant Butte,30341
NM,Elida town,30714
NM,El Rancho CDP,58000
NM,El Rito CDP,35938
NM,El Valle de Arroyo Seco CDP,47455
NM,Encinal CDP,(X)
NM,Encino village,(X)
NM,Ensenada CDP,-
NM,Escondida CDP,-
NM,Escudilla Bonita CDP,-
NM,Espa_ola,30257
NM,Estancia town,28587
NM,Eunice,70161
NM,Fairacres CDP,49125
NM,Farmington,53766
NM,Faywood CDP,17083
NM,Fence Lake CDP,-
NM,Flora Vista CDP,56623
NM,Floyd village,35833
NM,Folsom village,18333
NM,Fort Sumner village,26016
NM,Galisteo CDP,(X)
NM,Gallina CDP,(X)
NM,Gallup,46467
NM,Garfield CDP,-
NM,Gila CDP,44306
NM,Glen Acres CDP,40938
NM,Glenwood CDP,-
NM,Glorieta CDP,(X)
NM,Golden CDP,-
NM,Grady village,30938
NM,Grants,39014
NM,Grenville village,75000
NM,Hachita CDP,25774
NM,Hagerman town,34412
NM,Hanover CDP,(X)
NM,Happy Valley CDP,65156
NM,Hatch village,27212
NM,Hernandez CDP,35214
NM,Highland Meadows CDP,23779
NM,High Rolls CDP,43804
NM,Hillsboro CDP,(X)
NM,Hobbs,56905
NM,Holloman AFB CDP,44797
NM,Homestead CDP,-
NM,Hope village,(X)
NM,Hot Springs Landing CDP,-
NM,House village,(X)
NM,Hurley town,38274
NM,Indian Hills CDP,34167
NM,Isleta Village Proper CDP,37500
NM,Jacona CDP,54375
NM,Jaconita CDP,47396
NM,Jal,51667
NM,Jarales CDP,41053
NM,Jemez Pueblo CDP,46042
NM,Jemez Springs village,56786
NM,Keeler Farm CDP,31538
NM,Kingston CDP,-
NM,Kirtland CDP,61563
NM,La Cienega CDP,54545
NM,La Cueva CDP,88625
NM,Laguna CDP,32760
NM,La Hacienda CDP,28438
NM,La Huerta CDP,84922
NM,La Jara CDP,(X)
NM,La Joya CDP,-
NM,Lake Arthur town,60417
NM,Lake Roberts CDP,-
NM,Lake Roberts Heights CDP,-
NM,Lake Sumner CDP,(X)
NM,Lake Valley CDP,49167
NM,La Luz CDP,42917
NM,La Madera CDP,-
NM,La Mesa CDP,29083
NM,La Mesilla CDP,61188
NM,Lamy CDP,52639
NM,La Plata CDP,(X)
NM,La Puebla CDP,21325
NM,Las Cruces,41330
NM,Las Maravillas CDP,57330
NM,Las Nutrias CDP,59524
NM,Las Palomas CDP,(X)
NM,Las Vegas,23904
NM,La Union CDP,37337
NM,La Villita CDP,38774
NM,Lee Acres CDP,39878
NM,Lemitar CDP,(X)
NM,Livingston Wheeler CDP,79554
NM,Llano del Medio CDP,(X)
NM,Loco Hills CDP,-
NM,Logan village,35294
NM,Lordsburg,31290
NM,Los Alamos CDP,98458
NM,Los Cerrillos CDP,45313
NM,Los Chaves CDP,52409
NM,Los Luceros CDP,41775
NM,Los Lunas village,52166
NM,Los Ojos CDP,(X)
NM,Los Ranchos de Albuquerque village,62367
NM,Loving village,34519
NM,Lovington,51450
NM,Lower Frisco CDP,-
NM,Luis Lopez CDP,26066
NM,Lumberton CDP,-
NM,Luna CDP,(X)
NM,Lyden CDP,(X)
NM,McCartys Village CDP,(X)
NM,McIntosh CDP,40060
NM,Madrid CDP,28250
NM,Madrone CDP,26250
NM,Magdalena village,25735
NM,Malaga CDP,23182
NM,Manzano CDP,-
NM,Manzano Springs CDP,(X)
NM,Maxwell village,19250
NM,Mayhill CDP,-
NM,Meadow Lake CDP,24076
NM,Melrose village,35096
NM,Mescalero CDP,31393
NM,Mesilla town,46000
NM,Mesita CDP,40625
NM,Mesquite CDP,(X)
NM,Middle Frisco CDP,50250
NM,Midway CDP,27371
NM,Milan village,30179
NM,Mimbres CDP,(X)
NM,Monterey Park CDP,15806
NM,Monument CDP,(X)
NM,Moquino CDP,-
NM,Mora CDP,23193
NM,Moriarty,29144
NM,Morningside CDP,70604
NM,Mosquero village,36250
NM,Mountainair town,22500
NM,Mountain View CDP,(X)
NM,Nadine CDP,86250
NM,Nageezi CDP,13973
NM,Nakaibito CDP,36250
NM,Nambe CDP,47266
NM,Napi Headquarters CDP,29643
NM,Nara Visa CDP,45804
NM,Naschitti CDP,36250
NM,Navajo CDP,19118
NM,Navajo Dam CDP,66216
NM,Nenahnezad CDP,34167
NM,Newcomb CDP,33750
NM,Newkirk CDP,-
NM,Nogal CDP,(X)
NM,North Acomita Village CDP,37604
NM,North Hobbs CDP,78333
NM,North Hurley CDP,30278
NM,North Light Plant CDP,20352
NM,North San Ysidro CDP,-
NM,North Valley CDP,45291
NM,Oasis CDP,(X)
NM,Ohkay Owingeh CDP,37656
NM,Ojo Amarillo CDP,21364
NM,Organ CDP,(X)
NM,Orogrande CDP,50000
NM,Paguate CDP,23929
NM,Pajarito Mesa CDP,14836
NM,Paradise Hills CDP,68148
NM,Paraje CDP,28523
NM,Pastura CDP,-
NM,Peak Place CDP,33214
NM,Pecan Park CDP,-
NM,Pecos village,19504
NM,Pe_a Blanca CDP,48015
NM,Pe_asco CDP,30833
NM,Peralta town,49877
NM,Picuris Pueblo CDP,19375
NM,Pie Town CDP,26314
NM,Pinehill CDP,33333
NM,Pinon CDP,-
NM,Pinos Altos CDP,(X)
NM,Placitas CDP (Do_a Ana County),15568
NM,Placitas CDP (Sandoval County),76992
NM,Playas CDP,(X)
NM,Pleasanton CDP,92750
NM,Pojoaque CDP,49250
NM,Polvadera CDP,13325
NM,Ponderosa CDP,41875
NM,Ponderosa Pine CDP,56250
NM,Portales,32758
NM,Pueblito CDP,32917
NM,Pueblitos CDP,37750
NM,Pueblo CDP,-
NM,Pueblo of Sandia Village CDP,40000
NM,Pueblo Pintado CDP,(X)
NM,Puerto de Luna CDP,34063
NM,Pulpotio Bareas CDP,-
NM,Quemado CDP,-
NM,Questa village,26761
NM,Radium Springs CDP,56506
NM,Ramah CDP,64250
NM,Rancho Grande CDP,51696
NM,Ranchos de Taos CDP,35293
NM,Raton,30803
NM,Red River town,34643
NM,Regina CDP,-
NM,Reserve village,31389
NM,Ribera CDP,28004
NM,Rincon CDP,-
NM,Rio Communities CDP,38633
NM,Rio en Medio CDP,(X)
NM,Rio Lucio CDP,42500
NM,Rio Rancho,60893
NM,Rivers CDP,-
NM,Rock Springs CDP,28750
NM,Rodeo CDP,10655
NM,Rodey CDP,16023
NM,Rosedale CDP,(X)
NM,Roswell,39975
NM,Rowe CDP,46250
NM,Roy village,27500
NM,Ruidoso village,42098
NM,Ruidoso Downs,25653
NM,Sacramento CDP,-
NM,Salem CDP,(X)
NM,San Acacia CDP,-
NM,San Antonio CDP,-
NM,San Antonito CDP (Bernalillo County),81778
NM,San Antonito CDP (Socorro County),70221
NM,San Cristobal CDP,(X)
NM,Sandia Heights CDP,102537
NM,Sandia Knolls CDP,71779
NM,Sandia Park CDP,53906
NM,San Felipe Pueblo CDP,48550
NM,San Fidel CDP,-
NM,San Ildefonso Pueblo CDP,40938
NM,San Jon village,32500
NM,San Jose CDP (Rio Arriba County),33333
NM,San Jose CDP (San Miguel County),48750
NM,San Lorenzo CDP,-
NM,San Luis CDP,-
NM,San Mateo CDP,48590
NM,San Miguel CDP,35669
NM,Sanostee CDP,20125
NM,San Pablo CDP,47550
NM,San Pedro CDP,59787
NM,San Rafael CDP,69103
NM,Santa Ana Pueblo CDP,46458
NM,Santa Clara village,21724
NM,Santa Clara Pueblo CDP,35417
NM,Santa Cruz CDP,14167
NM,Santa Fe,50737
NM,Santa Rosa,30563
NM,Santa Teresa CDP,42978
NM,Santo Domingo Pueblo CDP,33194
NM,San Ysidro CDP,31458
NM,San Ysidro village,23438
NM,Sausal CDP,34853
NM,Seama CDP,24722
NM,Seboyeta CDP,-
NM,Sedillo CDP,78250
NM,Sena CDP,(X)
NM,Sheep Springs CDP,18125
NM,Shiprock CDP,32324
NM,Silver town,36227
NM,Skyline-Ganipa CDP,34028
NM,Socorro,33359
NM,Soham CDP,(X)
NM,Sombrillo CDP,(X)
NM,South Acomita Village CDP,(X)
NM,South Valley CDP,34357
NM,Spencerville CDP,51397
NM,Springer town,31250
NM,Sunland Park,28047
NM,Sunshine CDP,(X)
NM,Tajique CDP,-
NM,Talpa CDP,26500
NM,Taos town,31112
NM,Taos Pueblo CDP,29716
NM,Taos Ski Valley village,(X)
NM,Tatum town,45313
NM,Tecolote CDP,9110
NM,Tecolotito CDP,(X)
NM,Tesuque CDP,67083
NM,Tesuque Pueblo CDP,40000
NM,Texico,32188
NM,Thoreau CDP,21389
NM,Tierra Amarilla CDP,(X)
NM,Tijeras village,72031
NM,Timberon CDP,(X)
NM,Tohatchi CDP,39375
NM,Tome CDP,31685
NM,Torreon CDP (Sandoval County),21667
NM,Torreon CDP (Torrance County),(X)
NM,Trout Valley CDP,-
NM,Truchas CDP,51964
NM,Truth or Consequences,26877
NM,Tse Bonito CDP,(X)
NM,Tucumcari,24891
NM,Tularosa village,30000
NM,Twin Forks CDP,(X)
NM,Twin Lakes CDP,16563
NM,Tyrone CDP,41131
NM,University Park CDP,12344
NM,Upper Fruitland CDP,45962
NM,Ute Park CDP,(X)
NM,Vadito CDP,27083
NM,Vado CDP,24938
NM,Valencia CDP,33106
NM,Vaughn town,31406
NM,Veguita CDP,38088
NM,Velarde CDP,(X)
NM,Ventura CDP,29281
NM,Villanueva CDP,(X)
NM,Virden village,39375
NM,Wagon Mound village,26429
NM,Waterflow CDP,61250
NM,Watrous CDP,-
NM,Weed CDP,-
NM,West Hammond CDP,58990
NM,White Rock CDP,107688
NM,White Sands CDP,45046
NM,Whites CDP,-
NM,White Signal CDP,63788
NM,Willard village,20625
NM,Williamsburg village,22000
NM,Windmill CDP,(X)
NM,Winston CDP,-
NM,Yah-ta-hey CDP,(X)
NM,Young Place CDP,(X)
NM,Youngsville CDP,21250
NM,Zia Pueblo CDP,40000
NM,Zuni Pueblo CDP,35752
NY,Accord CDP,112083
NY,Adams village,40341
NY,Adams Center CDP,33849
NY,Addison village,49821
NY,Afton village,41042
NY,Airmont village,91458
NY,Akron village,47311
NY,Albany,40949
NY,Albertson CDP,108750
NY,Albion village,24205
NY,Alden village,52005
NY,Alexander village,56250
NY,Alexandria Bay village,40156
NY,Alfred village,25469
NY,Allegany village,48750
NY,Almond village,48864
NY,Altamont village,80078
NY,Altmar village,27386
NY,Altona CDP,31900
NY,Amagansett CDP,93750
NY,Amenia CDP,58200
NY,Ames village,61667
NY,Amityville village,83125
NY,Amsterdam,33917
NY,Andes CDP,46250
NY,Andover village,48438
NY,Angelica village,45417
NY,Angola village,52950
NY,Angola on the Lake CDP,40833
NY,Antwerp village,50139
NY,Apalachin CDP,51856
NY,Aquebogue CDP,90847
NY,Arcade village,39205
NY,Ardsley village,141447
NY,Argyle village,53500
NY,Arkport village,48438
NY,Arlington CDP,42208
NY,Armonk CDP,183036
NY,Asharoken village,153750
NY,Athens village,47173
NY,Atlantic Beach village,110714
NY,Attica village,54265
NY,Auburn,39438
NY,Aurora village,70833
NY,Au Sable Forks CDP,45625
NY,Averill Park CDP,73261
NY,Avoca village,47788
NY,Avon village,60688
NY,Babylon village,100025
NY,Bainbridge village,44402
NY,Baiting Hollow CDP,83380
NY,Baldwin CDP,91462
NY,Baldwin Harbor CDP,102469
NY,Baldwinsville village,47431
NY,Ballston Spa village,60989
NY,Balmville CDP,63750
NY,Bardonia CDP,115927
NY,Barker village,41458
NY,Barneveld village,57292
NY,Barnum Island CDP,95375
NY,Batavia,41584
NY,Bath village,38266
NY,Baxter Estates village,114107
NY,Bay Park CDP,78333
NY,Bayport CDP,81955
NY,Bay Shore CDP,70229
NY,Bayville village,101221
NY,Baywood CDP,74609
NY,Beacon,65305
NY,Beaver Dam Lake CDP,106138
NY,Bedford CDP,188705
NY,Bedford Hills CDP,42155
NY,Belfast CDP,35078
NY,Bellerose village,177500
NY,Bellerose Terrace CDP,96538
NY,Belle Terre village,204750
NY,Belleville CDP,28784
NY,Bellmore CDP,114474
NY,Bellport village,82500
NY,Belmont village,40000
NY,Bemus Point village,36477
NY,Bergen village,60313
NY,Bethpage CDP,99423
NY,Big Flats CDP,65269
NY,Billington Heights CDP,84091
NY,Binghamton,29824
NY,Binghamton University CDP,-
NY,Black River village,60000
NY,Blasdell village,41520
NY,Blauvelt CDP,118929
NY,Bliss CDP,60469
NY,Blodgett Mills CDP,51771
NY,Bloomfield village,55298
NY,Bloomingburg village,45417
NY,Bloomville CDP,63393
NY,Blue Point CDP,108704
NY,Bohemia CDP,82011
NY,Bolivar village,41042
NY,Bolton Landing CDP,90000
NY,Boonville village,32500
NY,Brasher Falls CDP,54120
NY,Breesport CDP,57750
NY,Brentwood CDP,70139
NY,Brewerton CDP,57708
NY,Brewster village,49917
NY,Brewster Hill CDP,90909
NY,Briarcliff Manor village,141170
NY,Bridgehampton CDP,77174
NY,Bridgeport CDP,47038
NY,Bridgewater CDP,41250
NY,Brighton CDP,66149
NY,Brightwaters village,122692
NY,Brinckerhoff CDP,95388
NY,Broadalbin village,56439
NY,Brockport village,41493
NY,Brocton village,38438
NY,Bronxville village,198839
NY,Brookhaven CDP,90833
NY,Brookville village,214167
NY,Brownville village,52614
NY,Brushton village,42500
NY,Buchanan village,97935
NY,Buffalo,31918
NY,Burdett village,47500
NY,Burke village,38750
NY,Busti CDP,59861
NY,Byersville CDP,53611
NY,Cairo CDP,23883
NY,Calcium CDP,48398
NY,Caledonia village,51481
NY,Callicoon CDP,39063
NY,Calverton CDP,46176
NY,Cambridge village,43750
NY,Camden village,35926
NY,Camillus village,49688
NY,Campbell CDP,40313
NY,Canajoharie village,45455
NY,Canandaigua,43185
NY,Canaseraga village,29875
NY,Canastota village,47431
NY,Candor village,50417
NY,Canisteo village,42422
NY,Canton village,48988
NY,Cape Vincent village,47188
NY,Carle Place CDP,98269
NY,Carmel Hamlet CDP,83636
NY,Caroga Lake CDP,45083
NY,Carthage village,42587
NY,Cassadaga village,52917
NY,Castile village,47045
NY,Castleton-on-Hudson village,68375
NY,Castorland village,45000
NY,Cato village,47083
NY,Catskill village,36442
NY,Cattaraugus village,41429
NY,Cayuga village,50536
NY,Cayuga Heights village,78285
NY,Cazenovia village,56696
NY,Cedarhurst village,88913
NY,Celoron village,42500
NY,Centereach CDP,94432
NY,Center Moriches CDP,89037
NY,Centerport CDP,103945
NY,Central Bridge CDP,31346
NY,Central Islip CDP,66430
NY,Central Square village,45240
NY,Centre Island village,144375
NY,Chadwicks CDP,37833
NY,Champlain village,42054
NY,Chappaqua CDP,113300
NY,Chateaugay village,40500
NY,Chatham village,46188
NY,Chaumont village,49688
NY,Chautauqua CDP,95333
NY,Chazy CDP,49028
NY,Cheektowaga CDP,48508
NY,Chenango Bridge CDP,71645
NY,Cherry Creek village,40000
NY,Cherry Valley village,55556
NY,Chester village,62929
NY,Chestertown CDP,46761
NY,Chestnut Ridge village,89813
NY,Chittenango village,62902
NY,Churchville village,59000
NY,Clarence CDP,69821
NY,Clarence Center CDP,111250
NY,Clark Mills CDP,52222
NY,Clarkson CDP,58700
NY,Claverack-Red Mills CDP,87404
NY,Clayton village,50049
NY,Clayville village,44167
NY,Cleveland village,43438
NY,Clifton Springs village,47868
NY,Clinton village,54813
NY,Clintondale CDP,52726
NY,Clyde village,43400
NY,Cobleskill village,36824
NY,Cohocton village,39531
NY,Cohoes,46226
NY,Cold Brook village,38125
NY,Cold Spring village,83125
NY,Cold Spring Harbor CDP,157143
NY,Colonie village,78263
NY,Colton CDP,44559
NY,Commack CDP,114463
NY,Conesus Hamlet CDP,55521
NY,Conesus Lake CDP,77738
NY,Congers CDP,109935
NY,Constableville village,46042
NY,Constantia CDP,54261
NY,Coopers Plains CDP,53696
NY,Cooperstown village,62222
NY,Copake Falls CDP,(X)
NY,Copake Hamlet CDP,(X)
NY,Copake Lake CDP,68125
NY,Copenhagen village,47063
NY,Copiague CDP,66161
NY,Coram CDP,80899
NY,Corfu village,48281
NY,Corinth village,42183
NY,Corning,51022
NY,Cornwall-on-Hudson village,93077
NY,Cortland,40025
NY,Cortland West CDP,88125
NY,Country Knolls CDP,104764
NY,Cove Neck village,211250
NY,Coxsackie village,55625
NY,Cragsmoor CDP,86250
NY,Cranberry Lake CDP,51500
NY,Croghan village,31625
NY,Crompond CDP,138281
NY,Croton-on-Hudson village,131475
NY,Crown Heights CDP,79038
NY,Crugers CDP,38301
NY,Crystal Beach CDP,45433
NY,Cuba village,46908
NY,Cumberland Head CDP,63933
NY,Cumminsville CDP,24722
NY,Cutchogue CDP,86344
NY,Cuylerville CDP,54250
NY,Dalton CDP,72375
NY,Dannemora village,48500
NY,Dansville village,40841
NY,Davenport Center CDP,50063
NY,Deer Park CDP,83287
NY,Deferiet village,50000
NY,DeKalb Junction CDP,70500
NY,Delanson village,70417
NY,Delevan village,36172
NY,Delhi village,37813
NY,Depauville CDP,41176
NY,Depew village,50317
NY,Deposit village,30357
NY,Dering Harbor village,-
NY,DeRuyter village,35521
NY,Dexter village,47083
NY,Dix Hills CDP,141250
NY,Dobbs Ferry village,116671
NY,Dolgeville village,43586
NY,Dover Plains CDP,41618
NY,Downsville CDP,27750
NY,Dresden village,50469
NY,Dryden village,51071
NY,Duane Lake CDP,115441
NY,Duanesburg CDP,(X)
NY,Dundee village,40214
NY,Dunkirk,38937
NY,Durhamville CDP,35852
NY,Earlville village,40313
NY,East Atlantic Beach CDP,138705
NY,East Aurora village,66346
NY,East Avon CDP,32553
NY,Eastchester CDP,104293
NY,East Farmingdale CDP,80317
NY,East Garden CDP,104250
NY,East Glenville CDP,72295
NY,East Greenbush CDP,88583
NY,East Hampton village,104531
NY,East Hampton North CDP,61523
NY,East Hills village,163710
NY,East Islip CDP,115432
NY,East Ithaca CDP,44647
NY,East Kingston CDP,41750
NY,East Marion CDP,72500
NY,East Massapequa CDP,94589
NY,East Meadow CDP,94214
NY,East Moriches CDP,96685
NY,East Nassau village,68438
NY,East Northport CDP,92899
NY,East Norwich CDP,134309
NY,East Patchogue CDP,68366
NY,Eastport CDP,100521
NY,East Quogue CDP,88953
NY,East Randolph CDP,22708
NY,East Rochester village,46504
NY,East Rockaway village,93490
NY,East Shoreham CDP,119628
NY,East Syracuse village,35566
NY,East Williston village,136250
NY,Eatons Neck CDP,123971
NY,Eden CDP,64688
NY,Edmeston CDP,53611
NY,Edwards CDP,35625
NY,Eggertsville CDP,63964
NY,Elba village,72083
NY,Elbridge village,68438
NY,Elizabethtown CDP,50438
NY,Ellenville village,45800
NY,Ellicottville village,38125
NY,Ellisburg village,55500
NY,Elma Center CDP,87708
NY,Elmira,29295
NY,Elmira Heights village,41299
NY,Elmont CDP,89523
NY,Elmsford village,83995
NY,Elwood CDP,104476
NY,Endicott village,32726
NY,Endwell CDP,54446
NY,Erin CDP,32292
NY,Esperance village,54063
NY,Evans Mills village,46875
NY,Fabius village,59286
NY,Fair Haven village,50208
NY,Fairmount CDP,62396
NY,Fairport village,69788
NY,Fairview CDP (Dutchess County),69485
NY,Fairview CDP (Westchester County),43512
NY,Falconer village,37566
NY,Farmingdale village,73750
NY,Farmingville CDP,95953
NY,Farnham village,61042
NY,Fayetteville village,71930
NY,Felts Mills CDP,40227
NY,Fillmore CDP,37500
NY,Fire Island CDP,111250
